id,overall_status,study_type,start_date,enrollment,condition,location_countries,intervention,title,date_processed,sponsors
NCT04402879,Recruiting,Interventional,"November 10, 2020",596,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,CANADA,PRONE POSITIONING (PP),A Prospective Randomized Trial of Prone Positioning Versus Usual Care for Patients With Do-not-intubate Goals of Care and Hypoxemic Respiratory Failure During the Coronavirus SARS-CoV-2 (COVID-19) Pandemic,"February 08, 2021",University of Calgary
NCT04353336,Recruiting,Interventional,"March 23, 2020",200,COVID,EGYPT,CHLOROQUINE OR HYDROXYCHLOROQUINE,Clinical Study Evaluating the Efficacy of Chloroquine or Hydroxychloroquine in COVID-19 Treatment,"February 08, 2021",Tanta University
NCT04685447,Recruiting,Interventional,"March 16, 2020",30,COVID,ITALY,EXPANDED HEMODIALYSIS FOR COVID19 MAINTENANCE HEMODIALYSIS PATIENTS,Inflammatory Cytokine Profile in Maintenance Hemodialysis Patients Affected by COVID-19: Effects of 2 Different Dialysis Strategies,"February 08, 2021",Universita degli Studi di Genova
NCT04523831,Completed,Interventional,"June 1, 2020",400,COVID,BANGLADESH,IVERMECTIN AND DOXYCYCLINE,A Phase III Trial to Promote Recovery From Covid 19 With Combined Doxycycline and Ivermectin Along Standard Care,"February 08, 2021",Dhaka Medical College
NCT04693975,Recruiting,Observational [Patient Registry],"October 16, 2020",94,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,BRAZIL,,Impact of Social Distancing During the COVID-19 Pandemic on Non-infected People With Chronic Respiratory Diseases,"February 08, 2021",Universidade Estadual de Londrina
NCT04441684,Recruiting,Interventional,"April 17, 2020",1800,SARS-COV2 SEROLOGICAL STATUS,FRANCE,BLOOD SAMPLE FOR SEROLOGICAL TEST,"Study of the Seroprevalence of SARS-CoV-2 in Hospital Staff in Strasbourg University Hospital, Strasbourg, France","February 08, 2021","University Hospital, Strasbourg, France"
NCT04741217,Not yet recruiting,Observational,"March 1, 2021",10,HEALTHY,,NOT AN INTERVENTIONAL STUDY,A Proof of Concept Study to Evaluate Aerosol Generation During Non-Invasive Positive Pressure Respiratory Procedures,"February 08, 2021",Guy's and St Thomas' NHS Foundation Trust
NCT04375761,"Active, not recruiting",Observational,"May 1, 2020",5605,CORONAVIRUS DISEASE 2019 (COVID),UNITED STATES,COLLECTION OF BIOLOGICAL SAMPLES,Human Epidemiology and Response to SARS-CoV-2 (DAIT-COVID-19-001),"February 08, 2021",National Institute of Allergy and Infectious Diseases (NIAID)
NCT04323345,Recruiting,Interventional,"April 15, 2020",1000,COVID,EGYPT,NATURAL HONEY,"The Efficacy of Natural Honey in Patients Infected With Novel Coronavirus (COVID-19) : A Randomized, Controlled ,Single Masked , Investigator Initiated, Multi-center Trial","February 08, 2021",Misr University for Science and Technology
NCT04335773,Recruiting,Observational [Patient Registry],"April 3, 2020",350,PEDIATRIC RESPIRATORY DISEASES,NORWAY,,"COVID-19 in Hospitalised Norwegian Children - Risk Factors, Outcomes and Immunology","February 08, 2021","University Hospital, Akershus"
NCT04445402,Recruiting,Observational [Patient Registry],"April 30, 2020",1500,PEDIATRIC CANCER,UNITED STATES,,Retrospective and Prospective Database of COVID-19 Prevalence and Clinical Course in Pediatric and Young Adult Hematology/ Oncology/Stem Cell Therapy Patients in the New York Tri-State Area.,"February 08, 2021",Columbia University
NCT04441489,Completed,Observational,"March 27, 2020",13,COVID,MONACO,,Assessment of Lung Inflammation With FDG PET/CT in COVID-19,"February 08, 2021",Centre Hospitalier Princesse Grace
NCT04346355,Terminated,Interventional,"March 31, 2020",126,COVID PNEUMONIA,ITALY,TOCILIZUMAB,An Open-label Randomized Multicenter Study to Evaluate the Efficacy of Early Administration of Tocilizumab (TCZ) in Patients With COVID-19 Pneumonia,"February 08, 2021",Azienda Unità Sanitaria Locale Reggio Emilia
NCT04561089,Enrolling by invitation,Observational,"July 13, 2020",2000,SARS-COV2,UNITED STATES,COVIDSEQ TEST,Evaluation of the COVIDSeq Test in Saliva Specimens From Illumina Personnel,"February 08, 2021","Illumina, Inc."
NCT04327804,Recruiting,Observational,"March 25, 2020",120,SARS-COV INFECTION,UNITED STATES,ODD/EVEN BIRTH YEAR INTERVENTION GROUPS,A Longitudinal Study of COVID-19 Positive Patients Testing Nasal Swabs and Collecting Blood Samples for Research,"February 08, 2021",Dr. Deneen Vojta
NCT04560530,Completed,Observational,"March 1, 2020",76,COVID,SAUDI ARABIA,NON-ENHANCED CT SCAN OF THE CHEST,The Use of Preoperative CT Chest Scan in the Pre-anesthetic Assessment of COVID-19,"February 08, 2021",Tanta University
NCT04625972,Recruiting,Interventional,"December 2, 2020",1125,COVID,UNITED KINGDOM,AZD7442,"A Phase III Randomized, Double-blind, Placebo-controlled, Multi-center Study in Adults to Determine the Safety and Efficacy of AZD7442, a Combination Product of Two Monoclonal Antibodies (AZD8895 and AZD1061), for Post-exposure Prophylaxis of COVID-19","February 08, 2021",AstraZeneca
NCT04709003,Recruiting,Observational,"December 23, 2020",4504,COVID,ISRAEL,SEROLOGIC TEST,Covid-19 Vaccine Effectiveness in Healthcare Personnel in Clalit Health Services in Israel (CoVEHPI): A Prospective Cohort Study,"February 08, 2021",Clalit Health Services
NCT04684836,Not yet recruiting,Observational,February 2021,216000,ASTHMA,UNITED STATES,"EXPOSURE TO TELEMEDICINE, AFTER THE ONSET OF THE PANDEMIC",Evaluating the Comparative Effectiveness of Telemedicine in Primary Care: Learning From the COVID-19 Pandemic,"February 08, 2021",Weill Medical College of Cornell University
NCT04324684,Completed,Observational,"March 31, 2020",198,"PNEUMONIA, VIRAL",ITALY,,Time of Recovery and Prognostic Factors of COVID-19 Pneumonia,"February 08, 2021",Catholic University of the Sacred Heart
NCT04533399,Recruiting,Interventional,"August 17, 2020",4400,SARS-COV2 INFECTION,SOUTH AFRICA,SARS-COV-2 RS/MATRIX-M1 ADJUVANT,"A Phase 2A/B, Randomized, Observer-blinded, Placebo-controlled Study to Evaluate the Efficacy, Immunogenicity, and Safety of a SARS-CoV-2 Recombinant Spike Protein Nanoparticle Vaccine (SARS-CoV-2 rS) With Matrix-M1™ Adjuvant in South African Adult Subjects Living Without HIV; and Safety and Immunogenicity in Adults Living With HIV","February 08, 2021",Novavax
NCT04369794,Recruiting,Interventional,"August 10, 2020",1000,COVID,BRAZIL,BCG,"COVID-19: BCG As Therapeutic Vaccine, Transmission Limitation, and Immunoglobulin Enhancement","February 08, 2021","University of Campinas, Brazil"
NCT04506632,Recruiting,Observational,"June 2, 2020",100,COVID,UNITED KINGDOM,,COST-NHS: COvid Burden in STaff Working in the NHS: A Study to Assess the Mental Health Burden of the COVID-19 Pandemic on NHS Healthcare Staff,"February 08, 2021",Sheffield Teaching Hospitals NHS Foundation Trust
NCT04441372,Not yet recruiting,Observational [Patient Registry],"October 1, 2020",1200,SARS-COV2,BANGLADESH,,Prognostication of Oxygen Requirement in Non-severe SARS-CoV-2 Infection,"February 08, 2021","Medecins Sans Frontieres, Spain"
NCT04694573,Recruiting,Observational [Patient Registry],"December 28, 2020",600,COVID,GERMANY,,Collaborative Transplant Study (CTS) Pre- and Post-Transplantation Covid-19 Serum Studies: Antibody Development Following a SARS-CoV-2 Infection,"February 08, 2021",Heidelberg University
NCT04364802,Recruiting,Interventional,"April 29, 2020",300,COVID,UNITED STATES,POVIDONE-IODINE NASAL SPRAY AND GARGLE,Povidone-Iodine Intranasal for Prophylaxis in Front-line Health-care Personnel and Inpatients During the Sars-CoV-2 Pandemic,"February 08, 2021",Alexandra Kejner
NCT04324021,Terminated,Interventional,"April 2, 2020",16,SARS-COV2,ITALY,EMAPALUMAB,"A Phase 2/3, Randomized, Open-label, Parallel Group, 3-arm, Multicenter Study Investigating the Efficacy and Safety of Intravenous Administrations of Emapalumab, an Anti-interferon Gamma (Anti-IFNγ) Monoclonal Antibody, and Anakinra, an Interleukin-1(IL-1) Receptor Antagonist, Versus Standard of Care, in Reducing Hyper-inflammation and Respiratory Distress in Patients With SARS-CoV-2 Infection.","February 08, 2021",Swedish Orphan Biovitrum
NCT04383587,Completed,Interventional,"May 6, 2020",300,SARS-COV2,UNITED STATES,SEROLOGIC TESTING,Seroprevalence of SARS CoV 2 Antibodies in Previously Undiagnosed Healthcare Workers,"February 08, 2021",Mayo Clinic
NCT04490278,Recruiting,Interventional,"September 29, 2020",80,POST ICU SYNDROME,UNITED STATES,MEDICAL RECORD REVIEW - INPATIENT TREATMENT,"COVID-19 Virtual Post Intensive Care Syndrome (CoV-PICS) Clinic: Modern, Convenient and Practical Recovery Care","February 08, 2021",Washington University School of Medicine
NCT04386070,Not yet recruiting,Interventional,"November 15, 2020",6400,PULMONARY COMPLICATIONS IN SURGICAL PATIENTS,,LOPINAVIR-RITONAVIR,Preventing Pulmonary Complications in Surgical Patients at Risk of COVID-19,"February 08, 2021",University of Birmingham
NCT04410484,"Active, not recruiting",Observational,"May 22, 2020",1500,INFLAMMATORY BOWEL DISEASES,UNITED KINGDOM,,PREPARE-IBD: Physician Responses to Disease Flares and Patient Adaptation in Relation to Events in Inflammatory Bowel Disease During COVID-19 Pandemic,"February 08, 2021",Hull University Teaching Hospitals NHS Trust
NCT04545060,Recruiting,Interventional,"August 27, 2020",1360,COVID,AUSTRIA,VIR-7831,"A Randomized, Multi-center, Double-blind, Placebo-controlled Study to Assess the Safety and Efficacy of Monoclonal Antibody VIR-7831 for the Early Treatment of Coronavirus Disease 2019 (COVID-19) in Non-hospitalized Patients","February 08, 2021","Vir Biotechnology, Inc."
NCT03885232,Enrolling by invitation,Interventional,"September 1, 2019",1000,PREVENTIVE HEALTH SERVICES (PREV HEALTH SERV),UNITED STATES,EXPERIMENTAL: PIVOT WITH MI,Presumptively Initiating Vaccines and Optimizing Talk With Motivational Interviewing (PIVOT With MI),"February 08, 2021","University of Colorado, Denver"
NCT04662684,Recruiting,Interventional,"October 16, 2020",320,COVID,BRAZIL,RIVAROXABAN 10 MG,Medically Ill Hospitalized Patients for COVID-19 THrombosis Extended ProphyLaxis With Rivaroxaban ThErapy: The MICHELLE Trial,"February 08, 2021",Science Valley Research Institute
NCT04371952,Not yet recruiting,Interventional,"June 1, 2020",330,COVID,FRANCE,DOXYCYCLINE,"Doxycycline Versus Placebo in COVID-19 + Patients Without Hospitalization Criteria: Prospective, Multicenter, Randomized, Double-blind Study","February 08, 2021",Nantes University Hospital
NCT04500639,Recruiting,Observational,"July 23, 2020",14000,SARS-COV2 INFECTION,CANADA,,Do Common Medications Alter the Course of COVID-19?,"February 08, 2021",University of Alberta
NCT04695379,Recruiting,Observational,"May 26, 2020",150,MYASTHENIA GRAVIS,FRANCE,,Follow-up of a Cohort of Patients With Myasthenic Syndrome and COVID-19 Infection: Consequences on the Severity of Myasthenic Syndrome and Reciprocal Impact of the Two Pathologies on Their Respective Treatments,"February 08, 2021","University Hospital, Bordeaux"
NCT04399252,Recruiting,Interventional,"June 24, 2020",1000,MICROBIOME,UNITED STATES,LACTOBACILTUS RHAMNOSUS GG,A Randomized Trial of the Effect of Lactobacillus on the Microbiome of Household Contacts Exposed to COVID-19,"February 08, 2021",Duke University
NCT04425759,Recruiting,Observational [Patient Registry],"June 8, 2020",2400,COVID,SPAIN,BLOOD SAMPLE,"Prevalence and Risk Factors of SARS-CoV-2 Antibody Responses and Assymptomatic Carriers Among a Cohort of 2,300 Healthcare Workers at the Consorci Sanitari Del Maresme (CSdM)","February 08, 2021",Hospital de Mataró
NCT04499677,Recruiting,Interventional,"September 24, 2020",240,COVID,UNITED KINGDOM,FAVIPIRAVIR,"Favipiravir, Lopinavir/Ritonavir or Combination Therapy: a Randomised, Double Blind, 2x2 Factorial Placebo-controlled Trial of Early Antiviral Therapy in COVID-19","February 08, 2021","University College, London"
NCT04342897,Terminated,Interventional,"April 20, 2020",95,COVID,UNITED STATES,LY3127804,"A Randomized, Double-blind, Placebo-controlled, Clinical Trial of LY3127804 in Patients Who Are Hospitalized With Pneumonia and Presumed or Confirmed COVID-19","February 08, 2021",Eli Lilly and Company
NCT04305574,Completed,Observational,"March 7, 2020",1145,CORONAVIRUS,SINGAPORE,USE OF SOCIAL MEDIA DURING COVID-19,Getting it Right: Towards Responsible Social Media Use During a Pandemic,"February 08, 2021",Jean Liu
NCT04447833,Recruiting,Interventional,"June 17, 2020",9,"ARDS, HUMAN",SWEDEN,MESENCHYMAL STROMAL STEM CELLS - KI-MSC-PL-205,Mesenchymal Stromal Cell Therapy For The Treatment Of Acute Respiratory Distress Syndrome Validation of Mechanistic Pathways and Clinical Efficacy,"February 08, 2021",Uppsala University
NCT04470414,Not yet recruiting,Observational,"August 1, 2020",100,COVID,EGYPT,IGG ANTIBODIES IMMUNOASSAY,COVID-19 IgG Antibodies in the Serum of Recovered Patients: a Longitudinal Study,"February 08, 2021",Assiut University
NCT04583865,"Active, not recruiting",Observational,"October 7, 2020",400,ANESTHESIA,FRANCE,TELECONSULTATION,Assessment of the Feasibility and Quality of the Consultation by TeleConsultation in Pediatric Anesthesia in the Context of the Covid 19 Pandemic,"February 08, 2021","University Hospital, Toulouse"
NCT04445324,"Active, not recruiting",Interventional,"August 25, 2020",30,PSYCHOTIC DISORDERS,CANADA,TRANSITIONAL ONLINE PEER SUPPORT GROUP (N=20),Effects of Online and Recovery-oriented Peer Support Groups Facilitated by Peer Support Workers in Times of COVID-19 : A Feasibility Study of a Trial,"February 08, 2021",Centre de Recherche de l'Institut Universitaire en santé Mentale de Montréal
NCT04406363,Not yet recruiting,Observational,"June 2, 2020",300,CHRONIC LOW-BACK PAIN,FRANCE,NON INTERVENTIONAL,Confinement Effect on Low Back Pain Intensity in Chronic Low Back Pain Patients,"February 08, 2021","University Hospital, Angers"
NCT04285190,Withdrawn,Interventional,"February 26, 2020",0,CORONAVIRUS DISEASE 2019,,T89,A Clinical Study to Investigate the Effect of T89 on Improving Oxygen Saturation and Clinical Symptoms in Patients With Coronavirus Disease 2019 (COVID-19),"February 08, 2021","Tasly Pharmaceuticals, Inc."
NCT04624997,Recruiting,Observational,"June 8, 2020",1000,COVID,FRANCE,BIOLOGICAL SAMPLE,Evaluation de la COagulopathie et de la Dysfonction enDOthéliale Comme Facteur prédictif de la gravité de l'Infection Par SARS-CoV-2 / COVID-19,"February 08, 2021",Assistance Publique - Hôpitaux de Paris
NCT04716647,Completed,Interventional,"October 9, 2020",28,COVID,UNITED KINGDOM,AYURVEDA,A Community-Based Participatory Research to Assess the Feasibility of Ayurveda Intervention in Patients With Mild-to-Moderate COVID-19,"February 08, 2021",Aarogyam UK
NCT04706156,Not yet recruiting,Observational,"January 27, 2021",1540,ORAL MANIFESTATIONS,,COVID-19 VACCINE,Oral Side Effects of COVID-19 Vaccine: A Multicenter Cross-sectional Study,"February 08, 2021",Masaryk University
NCT04456062,Recruiting,Interventional,"August 4, 2020",150,PSYCHIATRIC HOSPITALIZATION,CANADA,CARING CONTACTS,Using Caring Contacts to Reduce Psychiatric Morbidity Following Hospitalization During the COVID-19 Pandemic,"February 08, 2021",Sunnybrook Health Sciences Centre
NCT04502108,Recruiting,Observational,"April 1, 2020",1000,EXERCISE,SWITZERLAND,COVID19,Online Survey About Physical Activity and Nutrition During and After Coronavirus Pandemic,"February 08, 2021",Slavko Rogan
NCT04358939,Recruiting,Interventional,"April 27, 2020",404,ACUTE RESPIRATORY DISTRESS SYNDROME,FRANCE,PRONE DECUBITUS,Evaluation of Prone Position in Conscious Patients on Nasal High-flow Oxygen Therapy for COVID-19 Disease Induced Acute Respiratory Distress Syndrome,"February 08, 2021","University Hospital, Tours"
NCT04338347,No longer available,Expanded Access,,,COVID,UNITED STATES,CAP-1002 ALLOGENEIC CARDIOSPHERE-DERIVED CELLS,CAP-1002 Treatment in Patients With Severe COVID-19 and in Critical Condition as Indicated by Life Support Measurements,"February 08, 2021",Capricor Inc.
NCT04306393,Recruiting,Interventional,"March 21, 2020",200,SARS (SEVERE ACUTE RESPIRATORY SYNDROME),UNITED STATES,NITRIC OXIDE GAS,Nitric Oxide Gas Inhalation Therapy for Mechanically Ventilated Patients With Severe Acute Respiratory Syndrome Caused by SARS-CoV2: a Randomized Clinical Trial.,"February 08, 2021",Massachusetts General Hospital
NCT04558905,Not yet recruiting,Interventional,"October 1, 2020",156,RHEUMATOID ARTHRITIS,MEXICO,FACE-TO-FACE MEDICAL VISITS,Impact of a Hybrid Medical Care Model (Face-to-face Medical Visits Alternating With Video Medical Consultations) in the Rheumatoid Arthritis Patient-reported-outcomes Measures: A Non-inferiority Study,"February 08, 2021","National Institute of Medical Sciences and Nutrition, Salvador Zubiran"
NCT04661813,Not yet recruiting,Interventional,February 2021,75,HIV-1-INFECTION,UNITED STATES,EXTRA-CVD VIRTUAL CARE,Assess and Adapt to the Impact of COVID-19 on CVD Self-Management and Prevention Care in Adults Living With HIV,"February 08, 2021",Case Western Reserve University
NCT04581954,Recruiting,Interventional,"October 2, 2020",456,CORONAVIRUS,UNITED KINGDOM,RUXOLITINIB,Randomised Multi-arm Trial of Ruxolitinib (RUX) and Fostamatinib (FOS) for COVID-19 Pneumonia,"February 08, 2021",Imperial College London
NCT04424771,Completed,Observational,"March 1, 2020",800,COVID,ITALY,MASLACH BURNOUT INVENTORY (MBI),PTSD in Health Workers During COVID-19 Pandemia,"February 08, 2021",Piazza della Vittoria 14 Studio Medico - Ginecologia e Ostetricia
NCT04396197,Completed,Observational,"March 1, 2020",92,COVID,UNITED KINGDOM,PHYSIOTHERAPY,Physical Activity Levels in COVID-19 Patients Admitted to Intensive Care Requiring Invasive Ventilation: An Observational Study,"February 08, 2021",University Hospital Birmingham NHS Foundation Trust
